administrative_code,administrative_name,name,tenure_begin,tenure_end,position,gender,birthyear,birthplace,degree,name_tkov,birthplace_tkov,
231100,黑龙江省黑河市,刘刚,2010,2016,市委书记,男,1957,辽宁省本溪市,本科,秦恩亭,山东省济宁市,
231100,黑龙江省黑河市,张宪军,2008,2011,市长,男,1956,辽宁省铁岭市,本科,张恩亮,黑龙江省绥化市,
231100,黑龙江省黑河市,张晶川,2005,2008,市长,男,1964,黑龙江省绥化市,研究生,张宪军,辽宁省铁岭市,
231100,黑龙江省黑河市,郝会龙,2005,2010,市委书记,男,1962,甘肃省定西市,本科,刘刚,辽宁省本溪市,
231100,黑龙江省黑河市,郝会龙,2004,2005,市长,男,1962,甘肃省定西市,本科,张晶川,黑龙江省绥化市,
231100,黑龙江省黑河市,张永刚,2003,2004,市委书记,男,1952,山东省,本科,郝会龙,甘肃省定西市,
231100,黑龙江省黑河市,赵学礼,2000,2004,市长,,,,,郝会龙,甘肃省定西市,
231100,黑龙江省黑河市,于晓东,1997,2003,市委书记,,,,,张永刚,山东省,
231200,黑龙江省绥化市,曲敏,2016,2016,市长,男,1963,黑龙江省哈尔滨市,研究生,张子林,黑龙江省鸡西市,
231200,黑龙江省绥化市,张子林,2016,2021,市长,男,1963,黑龙江省鸡西市,研究生,孙飚,黑龙江齐齐哈尔市,
231200,黑龙江省绥化市,曲敏,2016,2021,市委书记,男,1963,黑龙江省哈尔滨市,研究生,孙恒义,黑龙江齐齐哈尔市,
231200,黑龙江省绥化市,张晶川,2015,2016,市委书记,男,1964,黑龙江省绥化市,研究生,曲敏,黑龙江省哈尔滨市,
231200,黑龙江省绥化市,王金会,2011,2016,市长,男,1960,,本科,曲敏,黑龙江省哈尔滨市,
231200,黑龙江省绥化市,朱清文,2011,2015,市委书记,男,1956,黑龙江省哈尔滨市,研究生,张晶川,黑龙江省绥化市,
231200,黑龙江省绥化市,肖建春,2008,2011,市长,男,1957,黑龙江省哈尔滨市,本科,王金会,,
231200,黑龙江省绥化市,于莎燕,2002,2008,市长,女,1955,山东省潍坊市,本科,肖建春,黑龙江省哈尔滨市,
231200,黑龙江省绥化市,胡世英,2002,2011,市委书记,男,1954,辽宁省沈阳市,本科,朱清文,黑龙江省哈尔滨市,
231200,黑龙江省绥化市,王慎义,2000,2002,市长,男,1954,安徽省,专科,于莎燕,山东省潍坊市,
231200,黑龙江省绥化市,马德,2000,2002,市委书记,男,1951,,,胡世英,辽宁省沈阳市,
232700,黑龙江省大兴安岭地区,张宝伟,2020,2021,行署专员,男,1965,黑龙江省绥化市,研究生,范庆华,吉林省吉林市,
232700,黑龙江省大兴安岭地区,李大义,2019,2021,地委书记,男,1961,吉林省吉林市,研究生,张宝伟,黑龙江省绥化市,
232700,黑龙江省大兴安岭地区,苏春雨,2017,2019,地委书记,男,1962,内蒙古自治区乌兰察布市,研究生,李大义,吉林省吉林市,
232700,黑龙江省大兴安岭地区,李大义,2017,2019,行署专员,男,1961,吉林省吉林市,研究生,张宝伟,黑龙江省绥化市,
232700,黑龙江省大兴安岭地区,苏春雨,2016,2017,行署专员,男,1962,内蒙古自治区乌兰察布市,研究生,李大义,吉林省吉林市,
232700,黑龙江省大兴安岭地区,贾玉梅,2015,2017,地委书记,女,1963,山东省青岛市,研究生,苏春雨,内蒙古自治区乌兰察布市,
232700,黑龙江省大兴安岭地区,李树铭,2015,2016,行署专员,男,1963,河北省承德市,研究生,苏春雨,内蒙古自治区乌兰察布市,
232700,黑龙江省大兴安岭地区,贾玉梅,2014,2015,行署专员,女,1963,山东省青岛市,研究生,李树铭,河北省承德市,
232700,黑龙江省大兴安岭地区,肖建春,2011,2015,地委书记,男,1957,黑龙江省哈尔滨市,本科,贾玉梅,山东省青岛市,
232700,黑龙江省大兴安岭地区,李海涛,2010,2011,地委书记,男,1963,黑龙江省哈尔滨市,研究生,肖建春,黑龙江省哈尔滨市,
232700,黑龙江省大兴安岭地区,单增庆,2009,2014,行署专员,男,1960,山东省威海市,研究生,贾玉梅,山东省青岛市,
232700,黑龙江省大兴安岭地区,宋希斌,2008,2010,地委书记,男,1963,山东省烟台市,研究生,李海涛,黑龙江省哈尔滨市,
232700,黑龙江省大兴安岭地区,宋希斌,2005,2009,行署专员,男,1963,山东省烟台市,研究生,单增庆,山东省威海市,
232700,黑龙江省大兴安岭地区,杨东奇,2004,2005,行署专员,男,1962,黑龙江省齐齐哈尔市,研究生,宋希斌,山东省烟台市,
232700,黑龙江省大兴安岭地区,王忠林,2003,2008,地委书记,,1949,河北省唐山市,研究生,宋希斌,山东省烟台市,
232700,黑龙江省大兴安岭地区,杨喜军,1999,2003,地委书记,男,1954,山东省日照市,本科,王忠林,河北省唐山市,
232700,黑龙江省大兴安岭地区,王忠林,1999,2004,行署专员,,1949,河北省唐山市,研究生,杨东奇,黑龙江省齐齐哈尔市,
310000,上海市,龚正,2020,至今,市长,男,1960,江苏省苏州市,研究生,,,
310000,上海市,应勇,2017,2020,市长,男,1957,浙江省台州市,研究生,龚正,江苏省苏州市,
310000,上海市,李强,2017,至今,市委书记,男,1959,浙江省温州市,研究生,,,
310000,上海市,杨雄,2012,2017,市长,男,1954,上海市,研究生,应勇,浙江省台州市,
310000,上海市,韩正,2012,2017,市委书记,男,1954,浙江省宁波市,研究生,李强,浙江省温州市,
310000,上海市,习近平,2007,2007,市委书记,男,1953,陕西省延安市,研究生,俞正声,浙江省绍兴市,
310000,上海市,俞正声,2007,2012,市委书记,男,1945,浙江省绍兴市,本科,韩正,浙江省宁波市,
310000,上海市,韩正,2006,2007,市委书记,男,1954,浙江省宁波市,研究生,习近平,陕西省延安市,
310000,上海市,韩正,2003,2012,市长,男,1954,浙江省宁波市,研究生,杨雄,上海市,
310000,上海市,陈良宇,2002,2006,市委书记,男,1946,浙江省宁波市,本科,韩正,浙江省宁波市,
310000,上海市,陈良宇,2001,2003,市长,男,1946,浙江省宁波市,本科,韩正,浙江省宁波市,
310000,上海市,徐匡迪,1995,2001,市长,男,1937,浙江省,研究生,陈良宇,浙江省宁波市,
310000,上海市,黄菊,1994,2002,市委书记,男,1960,上海市,本科,陈良宇,浙江省宁波市,
320000,江苏省,吴政隆,2017,2021,省长,男,1964,江苏省南京市,本科,许昆林,福建泉州市,
320000,江苏省,娄勤俭,2017,2021,省委书记,男,1956,贵州省遵义市,研究生,吴政隆,江苏省南京市,
320000,江苏省,李强,2016,2017,省委书记,男,1959,浙江省温州市,研究生,娄勤俭,贵州省遵义市,
320000,江苏省,石泰峰,2015,2017,省长,男,1956,山西省晋中市,研究生,吴政隆,江苏省南京市,
320000,江苏省,李学勇,2010,2015,省长,男,1950,河北省石家庄市,本科,石泰峰,山西省晋中市,
320000,江苏省,罗志军,2010,2016,省委书记,男,1951,辽宁省朝阳市,研究生,李强,浙江省温州市,
320000,江苏省,罗志军,2008,2010,省长,男,1951,辽宁省朝阳市,研究生,李学勇,河北省石家庄市,
320000,江苏省,梁保华,2007,2010,省委书记,男,1945,江西省宜春市,本科,罗志军,辽宁省朝阳市,
320000,江苏省,梁保华,2002,2008,省长,男,1945,江西省宜春市,本科,罗志军,辽宁省朝阳市,
320000,江苏省,李源潮,2002,2007,省委书记,男,1950,江苏省淮安市,研究生,梁保华,江西省宜春市,
320000,江苏省,回良玉,2000,2002,省委书记,男,1944,吉林省吉林市,专科,李源潮,江苏省淮安市,
320000,江苏省,季允石,1999,2002,省长,男,1945,江苏省南通市,本科,梁保华,江西省宜春市,
320000,江苏省,陈焕友,1993,2000,省委书记,男,1934,江苏省南通市,本科,回良玉,吉林省吉林市,
320100,江苏省南京市,韩立明,2019,2021,市长,女,1964,江苏省常州市,研究生,夏心旻,江苏省盐城市,
320100,江苏省南京市,蓝绍敏,2018,2019,市长,男,1964,广东省梅州市,研究生,韩立明,江苏省常州市,
320100,江苏省南京市,张敬华,2017,2021,市委书记,男,1962,江苏省泰州市,本科,韩立明,江苏省常州市,
320100,江苏省南京市,吴政隆,2016,2017,市委书记,男,1964,江苏省南京市,本科,张敬华,江苏省泰州市,
320100,江苏省南京市,黄莉新,2015,2016,市委书记,女,1962,江苏省宿迁市,研究生,吴政隆,江苏省南京市,
320100,江苏省南京市,缪瑞林,2013,2018,市长,男,1964,江苏省南通市,研究生,蓝绍敏,广东省梅州市,
320100,江苏省南京市,杨卫泽,2011,2015,市委书记,男,1962,江苏省常州市,研究生,黄莉新,江苏省宿迁市,
320100,江苏省南京市,季建业,2009,2013,市长,男,1957,江苏省苏州市,研究生,缪瑞林,江苏省南通市,
320100,江苏省南京市,朱善璐,2008,2011,市委书记,男,1953,辽宁省沈阳市,本科,杨卫泽,江苏省常州市,
320100,江苏省南京市,蒋宏坤,2003,2009,市长,男,1954,江苏省苏州市,研究生,季建业,江苏省苏州市,
320100,江苏省南京市,罗志军,2003,2008,市委书记,男,1951,辽宁省朝阳市,研究生,朱善璐,辽宁省沈阳市,
320100,江苏省南京市,罗志军,2001,2003,市长,男,1951,辽宁省朝阳市,研究生,蒋宏坤,江苏省苏州市,
320100,江苏省南京市,李源潮,2001,2003,市委书记,男,1950,江苏省淮安市,研究生,罗志军,辽宁省朝阳市,
320100,江苏省南京市,王宏民,1995,2001,市长,男,1962,山东省,本科,罗志军,辽宁省朝阳市,
320100,江苏省南京市,王武龙,1995,2001,市委书记,男,1942,江苏省淮安市,本科,李源潮,江苏省淮安市,
320200,江苏省无锡市,杜小刚,2019,2021,市长,男,1976,江苏省常州市,研究生,赵建军,山东菏泽市,
320200,江苏省无锡市,黄钦,2019,2021,市委书记,男,1962,江苏省苏州市,研究生,杜小刚,江苏省常州市,
320200,江苏省无锡市,黄钦,2018,2019,市长,男,1962,江苏省苏州市,研究生,杜小刚,江苏省常州市,
320200,江苏省无锡市,李小敏,2015,2019,市委书记,男,1959,山东省烟台市,研究生,黄钦,江苏省苏州市,
320200,江苏省无锡市,汪泉,2013,2018,市长,男,1960,安徽省黄山市,研究生,黄钦,江苏省苏州市,
320200,江苏省无锡市,朱克江,2011,2013,市长,男,1957,江苏省淮安市,研究生,汪泉,安徽省黄山市,
320200,江苏省无锡市,毛小平,2011,2011,市委书记,男,1957,江苏省常州市,本科,黄莉新,江苏省宿迁市,
320200,江苏省无锡市,黄莉新,2011,2015,市委书记,女,1962,江苏省宿迁市,研究生,李小敏,山东省烟台市,
320200,江苏省无锡市,杨卫泽,2004,2011,市委书记,男,1962,江苏省常州市,研究生,毛小平,江苏省常州市,
320200,江苏省无锡市,毛小平,2003,2011,市长,男,1957,江苏省常州市,本科,朱克江,江苏省淮安市,
320200,江苏省无锡市,王荣,2003,2004,市委书记,男,1958,江苏省盐城市,研究生,杨卫泽,江苏省常州市,
320200,江苏省无锡市,王荣,2001,2003,市长,男,1958,江苏省盐城市,研究生,毛小平,江苏省常州市,
320200,江苏省无锡市,蒋定之,2000,2003,市委书记,男,1954,江苏省常州市,研究生,王荣,江苏省盐城市,
320200,江苏省无锡市,吴新雄,1998,2001,市长,男,1949,江苏省无锡市,本科,王荣,江苏省盐城市,
320200,江苏省无锡市,洪锦火斤,1993,2000,市委书记,,,,,蒋定之,江苏省常州市,
320300,江苏省徐州市,庄兆林,2018,2021,市长,男,1969,江苏省扬州市,研究生,王剑锋,江苏苏州市,
320300,江苏省徐州市,周铁根,2018,2021,市委书记,男,1962,江苏省南通市,本科,庄兆林,江苏省扬州市,
320300,江苏省徐州市,张国华,2016,2018,市委书记,男,1964,江苏省苏州市,本科,周铁根,江苏省南通市,
320300,江苏省徐州市,周铁根,2015,2018,市长,男,1962,江苏省南通市,本科,庄兆林,江苏省扬州市,
320300,江苏省徐州市,朱民,2012,2015,市长,男,1963,江苏省苏州市,研究生,周铁根,江苏省南通市,
320300,江苏省徐州市,张敬华,2009,2012,市长,男,1962,江苏省泰州市,本科,朱民,江苏省苏州市,
320300,江苏省徐州市,曹新平,2009,2016,市委书记,男,1956,江苏省徐州市,研究生,张国华,江苏省苏州市,
320300,江苏省徐州市,曹新平,2006,2009,市长,男,1956,江苏省徐州市,研究生,张敬华,江苏省泰州市,
320300,江苏省徐州市,李福全,2004,2006,市长,男,1949,湖北省孝感市,研究生,曹新平,江苏省徐州市,
320300,江苏省徐州市,徐鸣,2003,2009,市委书记,男,1956,江苏省无锡市,研究生,曹新平,江苏省徐州市,
320300,江苏省徐州市,潘永和,2001,2003,市长,男,1951,江苏省常州市,研究生,李福全,湖北省孝感市,
320300,江苏省徐州市,何权,2001,2003,市委书记,男,1952,江苏省扬州市,研究生,徐鸣,江苏省无锡市,
320300,江苏省徐州市,张桂生,2000,2001,市长,,,,,潘永和,江苏省常州市,
320300,江苏省徐州市,于广洲,1998,2000,市长,男,1953,江苏省盐城市,研究生,张桂生,,
320300,江苏省徐州市,王希龙,1996,2001,市委书记,男,1946,江苏省,本科,何权,江苏省扬州市,
320400,江苏省常州市,陈金虎,2019,2021,市长,男,1967,江苏省镇江市,研究生,盛蕾,江苏省苏州市,
320400,江苏省常州市,齐家滨,2019,2021,市委书记,男,1967,山东省济南市,研究生,陈金虎,江苏镇江市,
320400,江苏省常州市,汪泉,2018,2019,市委书记,男,1960,安徽省黄山市,研究生,齐家滨,山东省济南市,
320400,江苏省常州市,丁纯,2017,2019,市长,男,1970,江苏省无锡市,研究生,陈金虎,江苏省镇江市,
320400,江苏省常州市,费高云,2017,2018,市委书记,男,1971,江苏省淮安市,研究生,汪泉,安徽省黄山市,
320400,江苏省常州市,费高云,2013,2017,市长,男,1971,江苏省淮安市,研究生,丁纯,江苏省无锡市,
320400,江苏省常州市,阎立,2012,2017,市委书记,男,1961,辽宁省本溪市,研究生,费高云,江苏省淮安市,
320400,江苏省常州市,姚晓东,2011,2013,市长,男,1962,江苏省镇江市,研究生,费高云,江苏省淮安市,
320400,江苏省常州市,王伟成,2005,2011,市长,男,1951,江苏省无锡市,本科,姚晓东,江苏省镇江市,
320400,江苏省常州市,徐建明,2003,2005,市长,男,1955,江苏省苏州市,本科,王伟成,江苏省无锡市,
320400,江苏省常州市,范燕青,2003,2012,市委书记,男,1955,江苏省无锡市,研究生,阎立,辽宁省本溪市,
320400,江苏省常州市,范燕青,2001,2003,市长,男,1955,江苏省无锡市,研究生,徐建明,江苏省苏州市,
320400,江苏省常州市,李全林,2001,2003,市委书记,男,1949,江苏省,研究生,范燕青,江苏省无锡市,
320400,江苏省常州市,李全林,2000,2001,市长,男,1949,江苏省,研究生,范燕青,江苏省无锡市,
320400,江苏省常州市,虞振新,1994,2001,市委书记,男,1969,江苏省苏州市,本科,李全林,江苏省,
320400,江苏省常州市,孟金元,1992,2000,市长,男,1942,江苏省,,李全林,江苏省,
320500,江苏省苏州市,许昆林,2020,2021,市委书记,男,1965,福建泉州市,本科,曹路宝,安徽滁州市,
320500,江苏省苏州市,蓝绍敏,2019,2020,市委书记,男,1964,广东省梅州市,研究生,许昆林,福建泉州市,
320500,江苏省苏州市,李亚平,2017,2021,市长,男,1963,江苏省镇江市,研究生,吴庆文,山东济宁市,
320500,江苏省苏州市,曲福田,2016,2017,市长,男,1962,山东省烟台市,研究生,李亚平,江苏省镇江市,
320500,江苏省苏州市,周乃翔,2016,2019,市委书记,男,1961,江苏省无锡市,研究生,蓝绍敏,广东省梅州市,
320500,江苏省苏州市,石泰峰,2014,2015,市委书记,男,1956,山西省晋中市,研究生,周乃翔,江苏省无锡市,
320500,江苏省苏州市,周乃翔,2012,2016,市长,男,1961,江苏省无锡市,研究生,曲福田,山东省烟台市,
320500,江苏省苏州市,蒋宏坤,2009,2014,市委书记,男,1954,江苏省苏州市,研究生,石泰峰,山西省晋中市,
320500,江苏省苏州市,阎立,2004,2012,市长,男,1961,辽宁省本溪市,研究生,周乃翔,江苏省无锡市,
320500,江苏省苏州市,王荣,2004,2009,市委书记,男,1958,江苏省盐城市,研究生,蒋宏坤,江苏省苏州市,
320500,江苏省苏州市,王珉,2002,2004,市委书记,男,1950,安徽省淮南市,研究生,王荣,江苏省盐城市,
320500,江苏省苏州市,杨卫泽,2000,2004,市长,男,1962,江苏省常州市,研究生,阎立,辽宁省本溪市,
320500,江苏省苏州市,陈德铭,2000,2002,市委书记,男,1949,上海市,研究生,王珉,安徽省淮南市,
320500,江苏省苏州市,梁保华,1998,2000,市委书记,男,1945,江西省宜春市,本科,陈德铭,上海市,
320500,江苏省苏州市,陈德铭,1997,2000,市长,男,1949,上海市,研究生,杨卫泽,江苏省常州市,
320600,江苏省南通市,王晖,2019,2021,市长,男,1968,江苏省徐州市,研究生,吴新明,江苏苏州市,
320600,江苏省南通市,徐惠民,2019,2021,市委书记,男,1963,江苏省苏州市,研究生,王晖,江苏省徐州市,
320600,江苏省南通市,徐惠民,2018,2019,市长,男,1963,江苏省苏州市,研究生,王晖,江苏省徐州市,
320600,江苏省南通市,韩立明,2016,2018,市长,女,1964,江苏省常州市,研究生,徐惠民,江苏省苏州市,
320600,江苏省南通市,陆志鹏,2016,2019,市委书记,男,1964,河南省洛阳市,研究生,徐惠民,江苏省苏州市,
320600,江苏省南通市,张国华,2011,2016,市长,男,1964,江苏省苏州市,本科,韩立明,江苏省常州市,
320600,江苏省南通市,丁大卫,2011,2016,市委书记,男,1955,江苏省无锡市,研究生,陆志鹏,河南省洛阳市,
320600,江苏省南通市,丁大卫,2002,2011,市长,男,1955,江苏省无锡市,研究生,张国华,江苏省苏州市,
320600,江苏省南通市,罗一民,2002,2011,市委书记,男,1954,江苏省淮安市,研究生,丁大卫,江苏省无锡市,
320600,江苏省南通市,罗一民,2000,2002,市长,男,1954,江苏省淮安市,研究生,丁大卫,江苏省无锡市,
320600,江苏省南通市,程亚民,1998,2000,市长,,,,,罗一民,江苏省淮安市,
320600,江苏省南通市,周福元,1997,2002,市委书记,男,1946,江苏省苏州市,本科,罗一民,江苏省淮安市,
320700,江苏省连云港市,方伟,2018,2021,市长,男,1965,江苏省苏州市,研究生,马士光,江苏徐州市,
320700,江苏省连云港市,项雪龙,2018,2021,市委书记,男,1963,江苏省无锡市,本科,方伟,江苏苏州市,
320700,江苏省连云港市,项雪龙,2015,2018,市长,男,1963,江苏省无锡市,本科,方伟,江苏省苏州市,
320700,江苏省连云港市,杨省世,2014,2018,市委书记,男,1965,陕西省西安市,研究生,项雪龙,江苏省无锡市,
320700,江苏省连云港市,赵晓江,2013,2015,市长,男,1966,新疆维吾尔自治区乌鲁木齐市,研究生,项雪龙,江苏省无锡市,
320700,江苏省连云港市,杨省世,2011,2013,市长,男,1965,陕西省西安市,研究生,赵晓江,新疆维吾尔自治区乌鲁木齐市,
320700,江苏省连云港市,李强,2011,2014,市委书记,男,1955,江苏省宿迁市,研究生,杨省世,陕西省西安市,
320700,江苏省连云港市,徐一平,2008,2011,市长,男,1960,江苏省无锡市,研究生,杨省世,陕西省西安市,
320700,江苏省连云港市,王建华,2005,2011,市委书记,男,1952,山东省烟台市,研究生,李强,江苏省宿迁市,
320700,江苏省连云港市,刘永忠,2001,2008,市长,男,1956,江苏省镇江市,研究生,徐一平,江苏省无锡市,
320700,江苏省连云港市,陈震宇,2001,2005,市委书记,,,,,王建华,山东省烟台市,
320700,江苏省连云港市,陈震宇,2000,2001,市长,,,,,刘永忠,江苏省镇江市,
320700,江苏省连云港市,王国生,2000,2001,市委书记,男,1956,山东省聊城市,研究生,陈震宇,,
320700,江苏省连云港市,夏耕,1997,2000,市长,男,1957,黑龙江省哈尔滨市,本科,陈震宇,,
320700,江苏省连云港市,郁家树,1993,2000,市委书记,男,1944,江苏省无锡市,本科,王国生,山东省聊城市,
320800,江苏省淮安市,陈之常,2019,2021,市长,男,1974,四川省达州市,本科,史志军,江苏常州市,
320800,江苏省淮安市,蔡丽新,2019,2021,市委书记,女,1971,江苏省无锡市,研究生,陈之常,四川达州市,
320800,江苏省淮安市,蔡丽新,2017,2019,市长,女,1971,江苏省无锡市,研究生,陈之常,四川省达州市,
320800,江苏省淮安市,惠建林,2016,2017,市长,男,1964,江苏省苏州市,本科,蔡丽新,江苏省无锡市,
320800,江苏省淮安市,姚晓东,2013,2019,市委书记,男,1962,江苏省镇江市,研究生,蔡丽新,江苏省无锡市,
320800,江苏省淮安市,曲福田,2012,2016,市长,男,1962,山东省烟台市,研究生,惠建林,江苏省苏州市,
320800,江苏省淮安市,高雪坤,2008,2012,市长,男,1955,江苏省苏州市,专科,曲福田,山东省烟台市,
320800,江苏省淮安市,刘永忠,2008,2013,市委书记,男,1956,江苏省镇江市,研究生,姚晓东,江苏省镇江市,
320800,江苏省淮安市,樊金龙,2005,2008,市长,男,1963,江苏省苏州市,研究生,高雪坤,江苏省苏州市,
320800,江苏省淮安市,李继平,2002,2004,市长,男,1956,江苏省,研究生,樊金龙,江苏省苏州市,
320800,江苏省淮安市,丁解民,2001,2008,市委书记,男,1951,江苏省泰州市,研究生,刘永忠,江苏省镇江市,
320900,江苏省盐城市,曹路宝,2018,2021,市长,男,1971,安徽省滁州市,研究生,周斌,江苏泰州市,
320900,江苏省盐城市,戴源,2018,2021,市委书记,男,1962,安徽省滁州市,本科,曹路宝,安徽滁州市,
320900,江苏省盐城市,戴源,2016,2018,市长,男,1962,安徽省滁州市,本科,曹路宝,安徽省滁州市,
320900,江苏省盐城市,王荣平,2016,2018,市委书记,男,1960,江苏省扬州市,研究生,戴源,安徽省滁州市,
320900,江苏省盐城市,王荣平,2014,2016,市长,男,1960,江苏省扬州市,研究生,戴源,安徽省滁州市,
320900,江苏省盐城市,朱克江,2013,2016,市委书记,男,1957,江苏省淮安市,研究生,王荣平,江苏省扬州市,
320900,江苏省盐城市,魏国强,2011,2014,市长,男,1964,江苏省镇江市,研究生,王荣平,江苏省扬州市,
320900,江苏省盐城市,李强,2006,2011,市长,男,1955,江苏省宿迁市,研究生,魏国强,江苏省镇江市,
320900,江苏省盐城市,赵鹏,2006,2013,市委书记,男,1955,江苏省淮安市,研究生,朱克江,江苏省淮安市,
320900,江苏省盐城市,赵鹏,2002,2006,市长,男,1955,江苏省淮安市,研究生,李强,江苏省宿迁市,
320900,江苏省盐城市,张九汉,2001,2006,市委书记,男,1950,江苏省扬州市,研究生,赵鹏,江苏省淮安市,
320900,江苏省盐城市,陶培荣,2000,2002,市长,男,1950,江苏省盐城市,研究生,赵鹏,江苏省淮安市,
320900,江苏省盐城市,李全林,1998,2000,市长,男,1949,江苏省,研究生,陶培荣,江苏省盐城市,
320900,江苏省盐城市,林祥国,1995,2001,市委书记,男,1974,江苏省连云港市,本科,张九汉,江苏省扬州市,
321000,江苏省扬州市,张宝娟,2019,2021,市长,女,1967,江苏省南京市,研究生,王进健,江苏省常州市,
321000,江苏省扬州市,夏心旻,2019,2021,市委书记,男,1965,江苏省盐城市,研究生,张宝娟,江苏省南京市,
321000,江苏省扬州市,夏心旻,2018,2019,市长,男,1965,江苏省盐城市,研究生,张宝娟,江苏省南京市,
321000,江苏省扬州市,张爱军,2016,2018,市长,男,1964,江苏省南通市,研究生,夏心旻,江苏省盐城市,
321000,江苏省扬州市,朱民阳,2012,2016,市长,男,1956,江苏省宿迁市,研究生,张爱军,江苏省南通市,
321000,江苏省扬州市,谢正义,2012,2019,市委书记,男,1966,江苏省泰州市,研究生,夏心旻,江苏省盐城市,
321000,江苏省扬州市,谢正义,2009,2012,市长,男,1966,江苏省泰州市,研究生,朱民阳,江苏省宿迁市,
321000,江苏省扬州市,王燕文,2009,2012,市委书记,女,1960,山东省济南市,研究生,谢正义,江苏省泰州市,
321000,江苏省扬州市,王燕文,2004,2009,市长,女,1960,山东省济南市,研究生,谢正义,江苏省泰州市,
321000,江苏省扬州市,季建业,2004,2009,市委书记,男,1957,江苏省苏州市,研究生,王燕文,山东省济南市,
321000,江苏省扬州市,季建业,2001,2004,市长,男,1957,江苏省苏州市,研究生,王燕文,山东省济南市,
321000,江苏省扬州市,孙志军,2001,2004,市委书记,男,1957,山东省,研究生,季建业,江苏省苏州市,
321000,江苏省扬州市,苏泽群,1999,2001,市长,男,1953,广东省中山市,研究生,季建业,江苏省苏州市,
321000,江苏省扬州市,吴冬华,1996,2001,市委书记,,1949,,本科,孙志军,山东省,
321100,江苏省镇江市,徐曙海,2020,至今,市长,男,1968,江苏宿迁市,研究生,,,
321100,江苏省镇江市,马明龙,2020,至今,市委书记,男,1965,江苏省苏州市,研究生,,,
321100,江苏省镇江市,惠建林,2017,2020,市委书记,男,1964,江苏省苏州市,本科,马明龙,江苏省苏州市,
321100,江苏省镇江市,张叶飞,2017,2020,市长,男,1966,江苏省无锡市,研究生,徐曙海,江苏宿迁市,
321100,江苏省镇江市,夏锦文,2015,2017,市委书记,男,1964,江苏省无锡市,研究生,惠建林,江苏省苏州市,
321100,江苏省镇江市,杨省世,2013,2014,市委书记,男,1965,陕西省西安市,研究生,夏锦文,江苏省无锡市,
321100,江苏省镇江市,朱晓明,2012,2016,市长,女,1960,江苏省镇江市,研究生,张叶飞,江苏省无锡市,
321100,江苏省镇江市,张敬华,2012,2013,市委书记,男,1962,江苏省泰州市,本科,杨省世,陕西省西安市,
321100,江苏省镇江市,刘捍东,2008,2012,市长,男,1959,安徽省六安市,本科,朱晓明,江苏省镇江市,
321100,江苏省镇江市,许津荣,2008,2012,市委书记,女,1956,河北省廊坊市,研究生,张敬华,江苏省泰州市,
321100,江苏省镇江市,许津荣,2003,2008,市长,女,1956,河北省廊坊市,研究生,刘捍东,安徽省六安市,
321100,江苏省镇江市,史和平,2003,2008,市委书记,男,1955,江苏省常州市,研究生,许津荣,河北省廊坊市,
321100,江苏省镇江市,史和平,2001,2003,市长,男,1955,江苏省常州市,研究生,许津荣,河北省廊坊市,
321100,江苏省镇江市,张卫国,2001,2003,市委书记,男,1953,江苏省常州市,研究生,史和平,江苏省常州市,
321100,江苏省镇江市,张卫国,2000,2001,市长,男,1953,江苏省常州市,研究生,史和平,江苏省常州市,
321100,江苏省镇江市,周大平,1994,2000,市长,,,,,张卫国,江苏省常州市,
321100,江苏省镇江市,方之焯,1994,2001,市委书记,男,1944,浙江省,本科,张卫国,江苏省常州市,
321200,江苏省泰州市,朱立凡,2019,2021,市长,男,1971,江苏省苏州市,研究生,万闻华,江苏南通市,
321200,江苏省泰州市,史立军,2019,2021,市委书记,男,1963,黑龙江省绥化市,研究生,朱立凡,江苏苏州市,
321200,江苏省泰州市,韩立明,2018,2019,市委书记,女,1964,江苏省常州市,研究生,史立军,黑龙江省绥化市,
321200,江苏省泰州市,曲福田,2017,2018,市委书记,男,1962,山东省烟台市,研究生,韩立明,江苏省常州市,
321200,江苏省泰州市,史立军,2016,2019,市长,男,1963,黑龙江省绥化市,研究生,朱立凡,江苏省苏州市,
321200,江苏省泰州市,蓝绍敏,2014,2017,市委书记,男,1964,广东省梅州市,研究生,曲福田,山东省烟台市,
321200,江苏省泰州市,陆志鹏,2013,2016,市长,男,1964,河南省洛阳市,研究生,史立军,黑龙江省绥化市,
321200,江苏省泰州市,徐郭平,2010,2013,市长,男,1962,江苏省泰州市,研究生,陆志鹏,河南省洛阳市,
321200,江苏省泰州市,张雷,2008,2014,市委书记,男,1961,江苏省淮安市,本科,蓝绍敏,广东省梅州市,
321200,江苏省泰州市,姚建华,2006,2010,市长,男,1949,江苏省无锡市,本科,徐郭平,江苏省泰州市,
321200,江苏省泰州市,毛伟明,2003,2006,市长,男,1961,浙江省衢州市,本科,姚建华,江苏省无锡市,
321200,江苏省泰州市,朱龙生,2003,2008,市委书记,男,1951,江苏省南京市,研究生,张雷,江苏省淮安市,
321200,江苏省泰州市,夏鸣,2001,2003,市长,男,1954,,本科,毛伟明,浙江省衢州市,
321200,江苏省泰州市,丁解民,1996,2001,市长,男,1951,江苏省泰州市,研究生,夏鸣,,
321200,江苏省泰州市,陈宝田,1996,2003,市委书记,男,1949,江苏省,研究生,朱龙生,江苏省南京市,
